Texte;Type d'entité
heureuse;O
etat;O
rap-;O
fermiers;O
payaient;O
contrainte;O
eclle;O
situation;O
embarras;O
veuvage;O
astucieux;O
prets;O
renouveles;O
prolongs;O
reclamer;O
conditions;O
derisoire;O
Presles;B-PER
ard;B-ORG
capital;O
dispa-110;O
U;I-ORG
raissait;O
faillite;O
Melun;B-LOC
Par;O
hypotheques;O
conserver;O
parences;O
ecoute;O
quitle;O
cccccc;O
signifiant;O
laisserait;O
lattira;O
larmes-;O
etoulfaient;O
gargcon;O
abandon-;O
acacia;O
conseillait;O
rouharam;I-PER
cederait;O
etule;O
revendre;O
machinale-;O
menl;B-PER
lahaie;O
denviron;O
doreilles;O
baies;O
sorbier;O
decouvert;O
epau-;O
dorees;O
tacles;O
confi-;O
maculaient;O
nerveuse;O
lluette;O
inconnu;I-ORG
vicnt;O
depouse;O
servante;O
legitimer;O
pRuine;B-MISC
dpouille;O
perdul;O
yI;O
tourdi;O
commotion;O
renforcer;O
desespoir;O
peser;O
doutrage;O
deshonneur-;O
imagine;O
paternelle;O
monterait;O
rente;O
indirecte;O
hibleur;O
drtle;O
obscur;O
polisson;O
introduit;O
compltement;O
rentel;O
loger;O
uatribme;O
nvoir;O
portier;O
bleuis;O
jamaisl;O
intol6rable;O
vivaient;O
lache;O
duttacher;O
importance;O
mdiocrcs;O
misire;O
centuplerait;O
facultes;O
sexalla;O
pensant;O
travillent;O
mnansar-;O
Mmic;B-PER
mouvoir;O
sattendrirait;O
catastrophe;O
bonleur;O
commne112;B-LOC
LEDUcATI0N;I-PER
tremblements;O
decouvrent;O
revle;O
opulences;O
sanature;O
nexistait;O
lParisl;B-MISC
idees;O
science;O
faces;O
Pel-;B-ORG
lerin;B-LOC
dependaient;O
exclusivement;O
dclara;O
retournerait;O
indignee;B-MISC
folie;O
absurdite;O
ferait;O
etude;O
Fr-;O
doncln;O
trouvant;O
insulte;O
proposition;O
employa;O
methode;O
Dune;B-MISC
solitude;O
vieillesse;O
sa-;O
crifices;O
malleureuse;O
patience;O
Dieul;I-MISC
seras;O
lamentations;O
reptbrent;O
delicatesses;O
corrompaient;O
jouissait;I-MISC
mou;O
dechirures;O
enerve;O
Prouharam;B-PER
niaptitude;O
dere;I-MISC
jusqualors;I-MISC
departement;O
deception;O
publique;O
Ilfautavertir;O
medit;O
dithyrambiques;O
courts;O
lapidaire;O
davouer;O
saurait;O
dhesitution;O
p;O
ucATI0N;O
113;O
moublient;O
naurai;O
dechu;O
croira;O
nort;O
regrcttera;O
resolutions;O
excessives;O
cotaicnt;O
jure;O
sinformer;O
dites;O
considerant;O
tanrd;O
regardit;O
attelages;O
rouliers;O
abominables;O
indignation;O
luimeme;O
debordements;O
pcupliers;O
divisent;O
sclbve;O
vagabon-;I-MISC
roulant;O
fcuilles;O
aspirant;O
sautant;O
fosses;O
artres;O
battaient;O
desirs;O
furieuse;O
lemportaient;O
trapper;O
Oricnt;B-LOC
semburqucr;O
mateclot;O
exhalait;O
melancolie;O
lcttres;O
percer;O
conduitec;O
eternelles;O
jermiadcs;O
correspondance;I-MISC
nulle;O
beslau-;O
rembles;O
nai;O
apprenait;O
recueilli;I-MISC
Sne-;B-ORG
cal;O
enscmble;O
10114;O
CA;B-MISC
TIMENTALE;O
Donc;O
provenaient;O
Arnouxl;I-LOC
remarques;O
lme;O
zc;I-MISC
fune;O
plantation;O
parc;O
anglais;O
clture;O
batons;O
partenait;O
lgumes;O
brouilles;I-MISC
sabstenaient;O
promenait;O
nepargnait;O
lhabiter;O
raconta;O
demande;O
Unc;B-PER
stenlit;O
annoblissait;O
seigneur;I-MISC
volre;O
Fouvens;I-PER
quelue;O
toutn;O
sceaux;O
prtention;O
daristocratie;O
jurait;O
singulibrement;O
dingote;O
exagrait;O
buste;O
0tait;O
feminin;O
extremement;O
ressemblaicnt;O
perru-;O
frisant;O
Jusqulh;B-LOC
contente;O
Catherine;B-PER
Lorraine;I-LOC
Irtement;B-LOC
marque;O
v6role;O
1831;O
raena;B-LOC
helle;O
hlonde;O
mouton-;O
nire;O
reinc;O
bientot;O
pavaner;O
uec;O
evplique;O
TIO0N;I-ORG
ENA;O
LIE;B-ORG
115;O
d6clre;B-MISC
llisbeth;B-LOC
Olympe;B-LOC
HRoque;I-LOC
sattendait;O
excrer;O
lima;B-MISC
Ellelentoura;I-MISC
lattentions;O
caresses;O
poilr;O
suIpplanter;B-MISC
mbr;I-MISC
ot;I-MISC
odieuse;O
entreprise;O
lonore;O
ngligeait;O
prefrant;O
havrler;O
fournisseurs;O
Dbs;B-ORG
riage;O
sous-priecture;O
servantes;O
devoir;O
sevre;O
assistanit;O
hureaucrate;O
Llve;B-PER
sinsurgeait;O
rece-;O
giflles;O
allit;O
Cuthe-;B-LOC
rine;O
invariablement;O
querellaient;O
tourmentt;O
Souvent;O
f-;O
princesse;O
morti-;O
bourgcois;O
emptechaient;O
mr-;O
sanaissance;O
illgitime;O
balangait;O
hles-;O
carpolette;O
courait;O
papillons;O
sarrctait;O
ctoines;O
sabttant;O
rosiers;O
C6taient;B-MISC
naicnt;O
foi;O
hrdiesse;O
rverie;O
Fr6dic;B-LOC
seeonde;O
Vlez;O
ois;O
ilte;O
pctmette;O
yots;O
etbrasse;O
mademoisoelle;O
latete;I-PER
hie;I-MISC
bitns;O
sarait;O
laule;O
IFediric;B-MISC
enlve;O
moio116;O
haie;O
baisant;O
clez;O
procede;O
renouvela;O
selangait;O
arbre;I-MISC
jappement;O
leffrayer;O
flacons;O
dodeur;O
pommada;O
abondamment;O
coucha;O
eveillee;O
mimagine;O
disait-;O
avoua;O
peches;O
clerchait;O
minterroge;O
davantage;O
commnunion;O
approchait;O
duite;O
confesse;O
Lc;B-ORG
sacrement;O
gure;O
trait;O
parfois;O
vritables;O
avaitrecours;O
calmner;O
lemmenait;O
promenades;O
Tandis;B-MISC
revassait;O
cueillait;O
quelicots;O
tichait;O
consoler;O
gentilles;I-MISC
prive;O
amitie;O
bonshom-;O
mnes;O
histoires;O
Annales;B-ORG
roantiques;I-ORG
recueil;O
celebre;O
charmait;O
successive-;O
Atala;B-PER
Ciu;I-PER
lars;I-PER
eildes;O
dautmne;O
eme;O
Macet;B-PER
UcA;B-MISC
117;O
traluction;O
Letourncur;B-PER
elloe;O
eilla;O
criant;O
ILu;B-MISC
tachel;I-MISC
tacheln;O
lremblait;O
Iixant;B-MISC
pouvantes;I-MISC
frottait;O
tache;O
mcdecin;O
prescrivit;O
viter;O
emotions;O
virent;O
ledans;O
pronostic;O
defavorable;O
MIo-;B-PER
actrico;O
larrive;O
loncle;O
Barthelemy;I-LOC
condescen-;O
dance;O
mediocrement;O
Ctaient;B-MISC
perpetuelles;I-MISC
comparaisons;I-MISC
llavre;O
pavees;O
habitants;O
paresseux;O
extravagances;O
defunt;O
frre;O
vingt-sept;O
marche-;O
lacha;O
rassurants;O
nauras;O
instances;O
sollicite;O
clairement;O
repentait;O
dvoir;O
agi;O
ser-;O
recs;O
lobservait;O
tai-;O
ns;O
au1;B-MISC
Cettoe;O
coincidence;O
sollrant;O
pensc;O
retentirent;O
lappclait;O
luns;O
tapissibre;O
allait1A8;O
LEUCATI0N;O
SENTIMENTAILE;B-ORG
toutela;O
journee;O
dinvitation;O
soyez;I-MISC
daecepter;O
expli-;O
querait;O
sejour;O
d6finitif;O
convenable;O
dirait;O
amical;O
grandissait;O
El6onore;I-PER
tomba;O
dangereuse-;O
liaison;O
Mmne;B-PER
redoutait;O
letablissement;O
laccompagnait;O
messe;I-MISC
dimperiale;O
saccoutumait;O
enfon-;O
cait;O
ceu;O
funbre;O
assoupissant;O
verse;O
melee;O
promenee;O
pandue;O
1avait;O
tarie;O
tombeau;O
devenue;O
rsignee;O
12;O
lecembre;O
185;O
cuisiniire;O
leltre;O
Ladresse;B-LOC
caractres;O
etanit;O
sommeillnt;I-PER
pressa;O
dcacheter;O
Justice;B-MISC
paix;O
lIavre;B-MISC
IIIe;B-MISC
arrondissement;I-LOC
ab;O
intestat;O
heritaitl;O
Comnme;B-MISC
incendie;O
eclate;O
nUCA;I-PER
TIIE;I-ORG
119;O
sautta;B-PER
visagc;O
rallermir;O
ienctre;O
tombe;O
laneige;O
reconut;O
baquet;I-MISC
les-;O
sive;O
trbueher;O
relut;O
letlre;O
suit;O
Vingt-sept;O
frnetique;I-MISC
bouleversa;B-LOC
halluci-;O
nation;O
supergcut;O
appr-;O
tnt;B-MISC
cadcau;O
ppier;O
tanlis;B-MISC
q;O
stationnerait;O
tilbury;O
cupe;O
pialler;O
gourmnette;O
conlondnt;O
mnuiure;O
renouvellerait;O
indelini-;O
recevrait;O
mnnger;O
jine;O
etageres;O
quels;O
vases;O
tpis;O
iages;O
arrivaient;O
tumullueusemeut;O
quilsentait;O
tacha;I-MISC
emotion;O
defaillance;O
Bonne;O
racheter;O
main-;O
circulailjusquaux;I-MISC
bourgs;I-MISC
Mt;B-PER
Benoist;I-PER
Gamlbliu;O
Ml;B-PER
Chmbion;I-MISC
chapp;O
mni-;O
nute;O
bDautres;I-MISC
survinrent;O
Lapres;O
lclicitations;O
oubliait;O
-120;O
fEDUC;O
TION;I-ORG
ENTIMENTALE;I-PER
setablir;O
Toyes;B-PER
Etant;O
facilement;O
prtis;O
avntageux;O
Iort;B-LOC
voulitle;B-LOC
signilia;O
resolution;O
formelle;O
dlabiter;O
ien;O
fagons;O
demandace;O
devenir;O
Ministre;B-LOC
aflirma;O
plaisantait;O
nullement;O
tendait;O
lancer;O
diplomatie;O
etudes;O
instincts;O
poussaient;O
entrerait;O
Conseil;B-ORG
dkEtat;O
protection;O
connais;O
sn;B-PER
Ccla;B-ORG
singulicr;O
reveille;O
dam-;O
bition;O
bandonna;O
interieurement;O
reparla;O
6coulte;O
impatience;O
linstant;O
retenues;O
rongea;O
sasseyaient;O
tintbrent;O
1e-;O
glise;O
Mime;B-PER
lEleonore;I-PER
mourir;O
malleur;O
touchaicnt;O
enten-;O
va-et-vient;O
1idce;O
cadvre;O
funebe;O
separation;O
121;O
sessuya;O
repas;O
larrta;O
Malemoiselle;B-LOC
latten-;I-MISC
enjamb;I-MISC
cognant;O
dirigea;O
lumires;O
lrillaient;O
etune;O
chuclola;O
sembla;O
schant;O
contenta;I-MISC
soupirant;O
I-;B-PER
manquer;O
roulement;O
Cautherine;B-ORG
prevenu;O
voulais;O
letonna;O
oublie;O
repeta;O
reverrons;O
letoulaient;O
adieu;O
embrasse;O
emportement;O
1i;O
t-;O
LMP;O
"



 ";O
IR;O
"


";I-MISC
"



";O
7f;O
e-;O
"




";O
iI;B-PER
iA;I-PER
f;O
"
 
";O
IM;O
aerrtri;O
eiq;O
4;O
at-3;O
I5I;B-MISC
wP;I-MISC
s-;O
Z;B-MISC
"

 ";I-MISC
hI;O
tsl;O
it;O
sai;O
ryguaistitlht;O
iAi;O
1iis;O
stM;B-PER
b;O
lr;I-PER
aiasdl;I-PER
iait;O
arisx1;O
9Is;O
iliii;O
tjiaysfairidtiil;O
iutt;O
ir;O
ifsiiJihaliis;O
L2;B-LOC
eiyllnel;O
ileet;O
vz;O
irus;O
giii3Itoi;O
lrat;O
e3;B-MISC
Lofuii;I-MISC
zirautistnglal;O
-cs5zi;O
ei;O
iiaI;B-MISC
vresrsedaiulIig;B-ORG
tttdscaoletllt;I-ORG
oe;I-ORG
sititslbaii;O
liaiisi;O
is;O
rrtt;O
fnl;O
sh;O
L--;O
mh;O
aig;O
iP;O
tesisldtiy;O
iiiss;O
cyti;O
scn;I-MISC
tIitsis;B-MISC
r;O
sta(geGatoil;O
tioi;B-LOC
Fe;O
arti;O
ak---;B-LOC
etiilioi;O
leiip;O
eni;B-PER
iiii;I-PER
i-+;O
iL;O
t--;O
titg;I-LOC
rtaislut;O
iyvtesi0;O
si--;O
imi;O
akneitiaftish1;O
5L;O
Asiifls;B-LOC
Ae;B-ORG
lifr;O
1s(uii;O
ttiie;O
"
 

";O
tr;O
-T;B-MISC
"

 
";O
isiitgaioic;O
afr;O
"  
";O
lhA;B-PER
fif;I-PER
tttAslls;B-MISC
a9ititidltitt;B-PER
iii;I-PER
fL;O
rsil;O
aii;O
tet;O
tultrii;O
ttitliiii;O
vyi;O
1eitiuiiitiifiiiii;O
tnehihuiwf;O
syt;O
trt;O
vui;O
ieitit;O
--sA;O
uaiiii;O
yeli--;O
tgiteiisiili;O
iiilitill;O
-ee;O
-s5;O
st;O
LMI-;I-LOC
"

 

 ";I-LOC
ctLA;I-LOC
wia;I-LOC
etlil;O
rLL;B-ORG
rt(t;O
xiilisr;O
-sa-;O
c9F;O
yi;O
"
 
 ";O
eA;O
sei;O
5ie;O
r5;O
"
 
  ";O
-5;O
LDEUYIlNIE;B-LOC
PAITIDQuant;O
coup6;O
sebranla;O
emporle;O
detalant;O
submer-;O
architecte;O
l1lemplit;O
dlicatesses;O
splendeurs;O
montaitjusquau;O
digalite;O
apparaissit;O
contempl-;O
profonde;O
objets;O
exterieurs;O
disparu;O
Sourlun;I-LOC
saperut;O
cinqkilomtres;O
indigne;O
abattit;O
vasistas;O
conducteur;O
caulma;O
ouvets;O
suspendue;I-MISC
postillon;O
eclai-;O
croupes;O
limoniers;O
del;I-PER
qte;O
criniires;O
Ii;B-PER
ondulaient;O
coilnle;O
vgucs;O
blacles;O
haleines;O
ormaienl;O
brouillarl;O
lattelage;O
nettes;O
fe;O
tremllaient;O
chassis;O
voitre;O
egal;O
grange;O
Par-;O
villages;O
four;O
boulan-;O
projetait;O
lueurs;O
silhouette;O
1t126;O
monstrueuse;O
Aux;O
relais;O
detele;O
pie-;O
tinait;O
bache;O
chandelle;O
repartait;O
Mormans;I-MISC
aujour-;O
dhui;O
esperances;O
No-;O
gent;O
confondait;O
hruit;O
planches;O
reveilla;O
Charenton;I-LOC
compagnons;O
0tnt;O
couvrirnt;O
causerent;O
gls;O
rougte;O
negocint;O
consulter;O
mdecin;O
crignant;O
conmole;O
penlnt;O
spontane-;O
lame;O
attendrie;O
inonde;O
campage;O
recommenga;O
cheminees;O
Ivy;B-MISC
dme;O
bouleverse;I-LOC
Lenceinte;B-ORG
fortifications;O
Iaisait;O
rentlement;O
hori-;O
zontal;O
quibordaicent;O
rbres;I-ORG
elaient;O
dfendus;O
lttes;O
lrissees;O
clous;O
elablissemcnts;O
produits;O
chimiques;O
alternaientavec;O
deschantiers;O
bDe;O
ena;O
lermes;O
laissaient;O
voil;O
baltats;O
ouverts;O
DUCA;I-MISC
1E7;O
lignobles;O
dimmondices;O
flaques;O
sale;O
cabarets;O
heuf;O
netres;O
queues;O
hillad;O
sautoir;O
ronne;O
peintes;O
bicoue;O
pllre;O
construite;O
discontinua;O
nudit;O
faades;O
dtachait;O
gigan-;O
tesque;O
indiquer;O
dbit;O
enseignes;O
representaient;O
matrone;O
bonnet;O
dodelinant;O
potpon;O
courte-pointe;O
afliches;O
qurts;O
dchires;O
guenilles;O
ouricrs;O
haquets;O
brasseurs;O
fourgons;O
blachisseuses;O
carrioles;O
bouchers;O
fine;O
Iaisit;O
resplen-;O
dissaient;O
hrume;O
barribre;O
coque-;O
troupeau;O
faisaicnt;O
lencombrement;O
factionnaire;I-MISC
rabat-;I-MISC
tue;O
venit;O
guerite;O
rchauffr;O
loctroi;I-MISC
grimpa;O
limpriale;O
fanfare;O
cornet;O
deseenlitle;I-MISC
levard;B-PER
palonniers;O
battants;O
ilottants;O
mche;I-MISC
clquit;O
humile;O
conlucteur;O
lancait;O
Allu-;O
ohel;O
balayeurs;O
rangeaicnl;O
piitons;O
sautiet;O
arrire;O
bue;O
jaillissait;O
conlre;O
tombereitx;O
cabriolets;O
Jrdin;B-LOC
plantes;O
dploy;O
jauntre;O
tblier;O
fricheur;I-MISC
laspira;O
savourant;O
coltei;O
ellluves;O
Iouleuses;B-LOC
emalla-128;O
intellectuelles;O
cevnt;O
jusquaux;O
decrotteurs;O
secouant;O
bruloir;O
trottinaient;O
defilaient;O
augmentait;O
Saint-Bernard;I-LOC
Tournelle;I-LOC
Montebello;B-PER
repassa;O
usqulau;B-LOC
Louvre;I-MISC
Saint;B-LOC
Honor6;I-LOC
Croix-;I-LOC
Petits;I-LOC
Bouloi;B-LOC
atteignit;O
Heron;I-LOC
lour;O
durer;O
lentemenl;O
levarl;B-PER
Mlontmartre;I-PER
laplaque;O
cheri;O
vitrines;I-MISC
rienl;O
Choisceul;I-LOC
habitient;O
voisine;O
gardaitia;O
lattenlit;O
adresse;O
dejeunant;O
consult;B-PER
lAlmanach;I-PER
Commerce;B-LOC
ArnouX;B-MISC
logeaient-;O
svoir;O
trnsporta;O
Poisson-;B-LOC
vile;I-MISC
purcil;I-MISC
Parvenu;I-MISC
supergul;O
ignorait;O
pemLfncATI0N;B-ORG
120;O
Prfecture;B-MISC
calier;O
breau;O
seignements;O
fermait;O
repasser;O
merce;I-MISC
decourage;O
harasse;O
h0tel;O
sallongeait;O
draps;O
ile;O
flt;O
imbcile;O
songel;O
sepl;O
Notre-;I-LOC
Dame-des-Victoires;B-LOC
boulique;O
rogomiste;O
coutumc;O
demi-heure;O
Frd6-;B-ORG
ric;I-ORG
selanca;O
apercevoir;O
corbillard;O
deuil;I-MISC
sinterposerent;O
Lembarras;B-PER
pass6e;O
avaitdisparu;O
IIeureusement;B-MISC
rappcla;O
djeunait;O
precises;O
palienter;O
flanerie;O
Bourse;B-LOC
MIadeleine;B-MISC
Gymnase;B-LOC
rcstaurant;O
enais;I-MISC
psI;O
gurgotier;O
insistait;I-MISC
monsieurl;O
haussement;O
oscillations;O
decelaient;O
mystre;O
purlc;O
brio-130;O
senquit;O
Sainte-Genevieve;B-LOC
Francs-Bourgeois-Saint-;O
Miclel;B-PER
tablissement;O
platt;O
cafe-;O
extra-gracieux;O
lavons;O
epouse;O
dintelligence;O
jespre;O
dici;O
plus-;O
Clestin;B-MISC
feuil-;I-MISC
lesl;I-MISC
dsire;O
Quoique;O
nlayant;O
kirsch;B-PER
curacao;B-PER
liffrents;O
froids;O
chauds;O
Siele;B-LOC
exmnina;O
grains;O
Charivari;B-PER
cceur;O
annonces;O
resonnaient;O
trot-;O
toir;O
c6tait;O
luil;B-LOC
profilait;O
dsennuyer;O
changeait;O
banquette;I-MISC
dtendus;O
chat;I-MISC
foulant;O
delicatement;O
dossier;O
peurs;O
bondissant;O
lcher;I-PER
sirop;O
pla-;O
teau;O
lenfant;O
muison;O
intolerablemioche;O
crecelle;O
comploir;O
plotte;I-MISC
g-;O
fairo;I-MISC
neoeey;O
eeee;O
briolet;O
lcrtement;O
mousseline;O
pnL;O
131;O
ruisseau;O
levenu;O
norme;O
ayons;O
sabritant;O
sommeillait;O
craiguanlt;O
soI;O
sesquivat;O
teps;O
entrou-;O
vrait;O
ruisselant;O
lleuve;O
user;O
lFleric;B-MISC
lissous;O
dattacher;O
ycux;O
repetant;O
venirlon;O
proposer;O
dominos;O
Enin;B-LOC
bond;O
deelarant;O
nat-;O
cafetier;O
candide;O
premibre;O
Regimbartl;O
exas-;O
excusesl;O
faites;O
erreurl-;O
madame;O
Ledoux;O
interpellant;O
VWous;B-MISC
lavez;O
venger;O
implorant;O
dieu;B-MISC
rsolu;I-PER
lextraire;O
caves;O
voi-;O
ture;O
lagagcait;O
renvoya;O
brouillaient;O
cals;O
availentendu;O
pronon-132;O
LEnUCATION;O
SENTIMIENTAL;O
cer;O
jaillirent;O
dartifice;O
Gas-;O
crl;O
Grimbert;O
cufe;O
lIalbout;B-MISC
IIavanais;B-MISC
llavrais;O
luf;O
brasserie;O
Alle-;B-ORG
mande;O
Mlre;B-PER
Mlorel;I-PER
transporta;O
suc-;O
cessivement;O
sor-;O
viendrait;O
troisibme;O
ailleurs;O
command;O
ier;O
gigol;O
Vautier;B-PER
limonadier;O
ouvrant;O
heurta;O
guargon;O
Connaissez;B-PER
achve;I-MISC
serviette;O
maltre;O
letablisse-;O
ncnt;O
lahorda;O
demandez;O
ici;O
linstanl;O
juron;O
affirma;O
Bouttevilain;B-PER
infailliblement;O
dez;O
dallaires;O
repte;O
Saint-Mlartin;O
entre-sol;O
lapergcut;I-PER
fumee;O
larrire;I-MISC
buvette;O
baisse;O
medi-;O
tative;O
cherchais;O
V0us;B-LOC
semouvoir;O
debita;O
insignilliantes;O
seSsio;O
133;O
ATn0x;B-MISC
bin;I-MISC
rponse;O
Regimnbart;B-PER
gargari-;O
liquide;O
Oi1;O
maintennt;O
Paradis;O
numero;O
Trente-sept;O
parbleu;O
affuire;O
jou-;O
bliais;O
Alieu;O
soulevt;O
extraordi-;O
prouve;O
ltage;O
sonnelte;O
retentissait;O
lille;B-LOC
mainte-;O
Permettez;O
plesenter;O
aisselles;O
samusa;O
sauler;O
trks;O
laul;B-MISC
tuer;O
Iinis;I-PER
juranl;I-PER
danger;O
zezeyait;O
cresses;O
patois;O
marseillais;O
natal-;O
pichoun;I-ORG
poulit;O
rossignoletll;O
Frede-;B-ORG
leur131;B-MISC
DUCATI0ON;I-PER
crire;O
ramenait;O
faiences;I-MISC
causons;O
allgua;O
procs;I-PER
sante;O
insista;O
interes-;O
Bref;O
lleritage;O
nuire;O
oreillers;O
traversin;O
bouillotte;O
chauffait;O
labat;I-MISC
lampe;O
assombrissait;O
lappartement;O
role;O
merinos;O
cendres;O
lefaisait;O
lacet;O
brassire;B-PER
mioche;I-PER
grattant;O
tltc;O
attendu;O
spasmes;O
joie-;O
setiolent;O
dpayse;O
retrouvnt;O
semblit;O
confusment;O
degradation;O
nlre;O
lameme;O
stu-;O
pliait;O
sinforma;O
auties;O
recevons;O
commie;O
autrefois;O
lavertir;O
invi-;O
poursuivant;O
cordialites;O
reprocha;O
limpro-;O
viste;O
uavait;O
dindus-;O
epoqe;O
deca-;O
n0tre;O
eLEDUCA;O
SENT1MIENTALE;I-MISC
135;O
jaime;O
eau;O
fudra;I-MISC
mne;O
fabrique;O
immdiatement;O
soupires;O
assietles;O
cuvettes;I-MISC
Contre;O
dres-;O
ss;O
pavage;O
salles;O
bain;O
cabinets;O
mythologiques;O
Renaissance;I-LOC
montant;O
pots;O
ileurs;O
cand-;O
labres;O
jarlinires;O
statucttes;O
polychromes;O
figurant;O
nlgre;O
hergre;O
pom-;O
padour;O
dmonstrations;O
dArnotux;B-MISC
ennuyaient;O
lF6-;O
froil;O
caufe;O
soupa;O
splendidement;O
mangeant;O
Jetais;B-LOC
douleursl;O
reconnul;O
epanouissement;O
dgoisme;O
eur;O
posaient;O
jeter;O
Lidee;B-PER
utiliserait;O
tantpisn;O
alais-;O
concours;O
dagregation;O
thbse;O
dvoit;O
tester;O
levit;O
restreindre;O
possible-;O
adve-;O
saire;O
lexcitnt;O
examinateus;O
bronchassent;O
tirt;O
sorlt;O
sujcet;O
Prescription;B-LOC
setait136;I-LOC
EnUcA;B-MISC
deplorables;O
contesta-;O
produire;O
proprieltaire;O
fournir;O
titres;O
quaprs;O
evolus;O
scurite;O
lhonnete;O
lheritier;O
enrichi;O
consacrees;O
extension;O
tyrannie;I-MISC
labus;O
forcel;O
setaitmeme;O
ecrie;O
Abolissons;O
Franks;B-MISC
pseront;O
Irlandais;B-LOC
Yan-;B-MISC
kees;O
Peaux;B-LOC
Rouges;I-LOC
Turcs;B-LOC
Arabes;B-MISC
Pologne;B-LOC
president;O
navons;O
representerez;O
tarl;O
representer;O
malheureux;O
XXY;B-MISC
dachoppement;O
ela-;O
borait;O
Pvescrition;I-PER
consderee;O
lase;O
dvroit;O
natuel;O
Dunod;B-PER
Rog6rius;I-PER
Balbus;I-PER
Merlin;I-PER
Vazeille;B-PER
Savigny;I-PER
Troplong;I-PER
lerahles;O
livrer;O
demis;O
fabriquant;O
thbeses;O
seances;O
Parlotte;B-LOC
effrayait;O
virlence;O
servateur;O
doctrinaires;O
issus;O
Gui-;O
zot;O
espece;O
celebrite;O
defiance;O
St;B-LOC
louhle;B-PER
llanelle;I-PER
trefois;O
humain;O
empecha;O
setreindre;O
ilsallerentjusque;O
Vlour;B-ORG
ricanant;O
fnucArION;I-ORG
137;O
larme;O
maintenantl;O
naima;I-PER
sassocier;O
tmoiguait;O
parlantde;O
stoique-;O
dplaisait;O
crdtin;O
canaille;O
rinc6;O
semnporta;O
reproche;O
anodin;O
jallais;O
gcner;O
cos;O
gagnent;O
luit;O
fruncs;O
lecteurs;O
eligibles;O
tetrel;O
enjoue;O
joublie;O
capitaliste;O
Mondor;B-LOC
revenant;O
lheritage;O
exprima;O
successions;O
collatrales;O
injuste;O
rjoult;O
abolies;O
revolution;O
Compte;O
durerl;O
soufflre;O
oujours;O
Sncall;B-ORG
Es;B-MISC
amoureux;O
Mmc;B-PER
ferna;O
appartenait;O
la-;O
transiorme;O
institut;I-MISC
litte-;I-MISC
raire;O
societc;O
chacue;O
cpi-;O
i2138;B-PER
tal;O
actionnaire;O
pousser;O
copie;O
debutants;O
dpargner;O
loureuses;O
abreuvent;O
blaguel;O
ser;O
ladite;O
feuille;O
redacteurs;O
promettant;O
enormes;O
Quen;B-LOC
penses;O
voyonsl;O
pus;O
fal-;O
afflaires;O
Merci;B-MISC
Desluuriers;B-PER
fumrent;O
puros;O
accoudes;O
plan-;O
fentetre;O
troupes;O
doiseaux;O
voletant;O
sabt-;O
lre;O
laves;O
miroitaient;O
blier;O
murinure;O
continu;O
gerbe;O
scnti;O
troubl6;O
lamertume;O
bDes-;I-PER
linlluence;O
veines;O
engourdi;O
recevant;O
Iense;B-LOC
bien-etre;O
voluptucusement;O
plante;O
suturee;O
chleur;O
dhumidit;O
ppieres;O
Vu-;O
guemnent;O
gonflait;O
cetit;O
Cumille;B-PER
Desmou-;I-PER
lins;O
poussit;O
lastille1;O
vivit;O
saf-;O
liieI;O
prouver;O
comman-;O
gnraux;O
baltaient;O
tndis;O
prescnt;O
inU;I-MISC
CAT10N;I-MISC
139;O
tambourinant;O
vitres;O
declama;O
Barthlemy;B-MISC
reparaitra;O
Assemblce;B-MISC
Dont;O
troublee;O
Colosse;B-LOC
puissant;O
partions;O
etofles;O
convenablcs;O
elre;O
pensce;O
brocan-;O
assiettes;O
ficnce;O
corees;I-MISC
darabesques;I-MISC
metalliques;I-MISC
va-;O
laicntcent;O
mach-;I-MISC
terais;I-MISC
largenterie;O
dcelant;O
cossu;O
origine;O
celbre;O
Pomnadre;B-LOC
pntalons;O
pelisse;O
gilets;O
chemisier;O
chezun;O
chapelier;O
prtout;O
htit;O
possihble;O
relour;O
ipatient;O
resolut;O
linstnt;O
rop;O
Sijallais;O
raser;O
conluire;O
auseirail;O
Daibreuse10;I-PER
bienl;O
verrez;I-MISC
venez;O
drlel;O
souhaita;O
cloison;O
indisposee;O
souffrante;O
cuiller;O
fremis-;O
dlicatement;O
remuees;O
entassait;O
raisons;I-MISC
serieuxl;O
aille;O
mattend;O
Amuse;B-LOC
hela;O
galerie;O
Montpensier;B-PER
crve-;O
rai;B-ORG
mysterieusement;O
cherche;O
retrouver;O
Chinois;I-LOC
quetaient;O
Arrive;B-PER
Chevcet;B-LOC
corbeille;O
raisin;O
ananas;O
differentes;O
cu-;O
riosits;O
recommanda;I-MISC
v0yes;O
bonnc;O
hcure;O
cnsuite;O
chcz;O
costumier;O
veste;O
descendirent;O
Laval;B-LOC
muaison;O
illuminece;O
DUs;B-MISC
violons;O
menez;I-MISC
nayez;O
lnDUCATI0N;O
141;O
groom;O
lantichamhre;O
paletots;O
manteaux;O
chiles;O
jetes;O
pile;O
lragon;I-MISC
XV;I-PER
Rose;B-PER
Annette;B-PER
Bron;I-PER
mnaitresse;O
lembrasser;O
imbecilel;O
gater;O
maquillage;O
Tapecz;O
dedans;O
bienvenu;O
ecarta;O
crier;O
marmiton;I-ORG
prince;O
amisl;O
ebloui;O
percut;O
balancait;O
chestre;O
verdures;O
ten-;O
dues;O
portraits;O
pastel;O
